this_week	last_week	end_2014	country	flag_url	name	player_url	avg_points	total_points	event_played_divisor	points_lost	points_gained	events_played_actual
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Hyojin Choi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18304	-	-	40	-	-	8
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Seyun Choi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18305	-	-	40	-	-	14
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Baekyung Chong	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18306	-	-	40	-	-	6
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Chunghoon Ha	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18307	-	-	40	-	-	9
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Sangho Han	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18308	-	-	40	-	-	6
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Sungjin Hong	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18309	-	-	40	-	-	8
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Hyunseung Hwang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18310	-	-	40	-	-	11
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Jiung Jeong	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18311	-	-	40	-	-	10
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Taeklim Jung	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18312	-	-	40	-	-	13
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Sangyoon Kang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18313	-	-	40	-	-	10
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Hyunjin Kim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18314	-	-	40	-	-	4
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Jeewoo Kim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18315	-	-	40	-	-	10
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Minseok Kim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18316	-	-	40	-	-	6
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Yoonchul Kim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18317	-	-	40	-	-	5
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Heeryun Lee	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18318	-	-	40	-	-	8
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Hyeon Lee	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18319	-	-	40	-	-	10
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Jaeho Lee	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18320	-	-	40	-	-	6
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Jounghoon Lee	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18321	-	-	40	-	-	2
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Kangchun Lee	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18322	-	-	40	-	-	4
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Junseok Oh	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18324	-	-	40	-	-	3
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Jehoo Park	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18325	-	-	40	-	-	7
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Seonghwen Park	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18326	-	-	40	-	-	3
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Sungwon Park	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18327	-	-	40	-	-	8
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Younggyu Park	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18328	-	-	40	-	-	12
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Wooram Suh	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18329	-	-	40	-	-	7
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Shin ODA	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18330	-	-	40	-	-	4
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Masashi Otsu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18331	-	-	40	-	-	1
1603	1599	1548	ARG	http://www.owgr.com/styles/img/flags/ARG.png	Bernardo Bide	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18332	-	-	40	-	-	1
1603	1599	1548	ARG	http://www.owgr.com/styles/img/flags/ARG.png	Matias Ceballos	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18333	-	-	40	-	-	1
1603	1599	1548	ARG	http://www.owgr.com/styles/img/flags/ARG.png	Ignacio Marino	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18334	-	-	40	-	-	7
1603	1599	1548	ARG	http://www.owgr.com/styles/img/flags/ARG.png	Marcelo Monje	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18335	-	-	40	-	-	1
1603	1599	1548	PAR	http://www.owgr.com/styles/img/flags/PAR.png	Hector Ortega	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18336	-	-	40	-	-	1
1603	1599	1548	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Chris Brown	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18337	-	-	40	-	-	14
1603	1599	1548	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Matthew Hough	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18341	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Skyler Hong	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18342	-	-	40	-	-	3
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Chen Wei Rong	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18343	-	-	40	-	-	18
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Huang Lin Hui	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18344	-	-	40	-	-	1
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Jin Qi Hui	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18345	-	-	40	-	-	1
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	J.K. Jung	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18346	-	-	40	-	-	2
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Hunter Brown	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18262	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Pope Spruiell	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18263	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Curtis Yonke	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18264	-	-	40	-	-	5
1603	1599	1548	GUA	http://www.owgr.com/styles/img/flags/GUA.png	Rafael Barnoya	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18265	-	-	40	-	-	2
1603	1599	1548	GUA	http://www.owgr.com/styles/img/flags/GUA.png	Sebastian Barnoya	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18266	-	-	40	-	-	2
1603	1599	1548	GUA	http://www.owgr.com/styles/img/flags/GUA.png	Pablo Castellanos	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18267	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Nick Gomez	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18268	-	-	40	-	-	1
1603	1599	1548	GUA	http://www.owgr.com/styles/img/flags/GUA.png	Daniel Gurtner	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18269	-	-	40	-	-	2
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Bennett Klaus	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18270	-	-	40	-	-	12
1603	1599	1548	GUA	http://www.owgr.com/styles/img/flags/GUA.png	Alejandro Larsen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18271	-	-	40	-	-	1
1603	1599	1548	GUA	http://www.owgr.com/styles/img/flags/GUA.png	Manny Ortiz	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18272	-	-	40	-	-	1
1603	1599	1548	GUA	http://www.owgr.com/styles/img/flags/GUA.png	Jose Rolz	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18273	-	-	40	-	-	3
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Sam YI	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18274	-	-	40	-	-	9
1603	1599	1548	MEX	http://www.owgr.com/styles/img/flags/MEX.png	Andres Brictson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18275	-	-	40	-	-	2
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Peter Berman	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18276	-	-	40	-	-	1
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Louis Botha	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18277	-	-	40	-	-	5
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Andrew Light	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18278	-	-	40	-	-	14
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Terence Salo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18279	-	-	40	-	-	5
1603	1599	1548	MEX	http://www.owgr.com/styles/img/flags/MEX.png	Juan Camara	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18280	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Christopher Meyer	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18281	-	-	40	-	-	11
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Michael Roudebush	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18282	-	-	40	-	-	2
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Michael McCoy	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18283	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Hunter Green	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18374	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Mike Drake	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18376	-	-	40	-	-	3
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Seth Fair	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18377	-	-	40	-	-	6
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Drew Perry	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18378	-	-	40	-	-	3
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Kengo Aoshima	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18379	-	-	40	-	-	3
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Masahiko HARADA	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18380	-	-	40	-	-	1
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Riku IGAKI	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18381	-	-	40	-	-	1
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Takashi Ogiso	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18382	-	-	40	-	-	7
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Tomoya Takenaka	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18383	-	-	40	-	-	2
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Deng Fei	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18384	-	-	40	-	-	3
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Chun Liu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18386	-	-	40	-	-	7
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Luo Xiao Fei	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18387	-	-	40	-	-	4
1603	1599	1548	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Lv Jia You	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18388	-	-	40	-	-	15
1603	1599	1548	IRL	http://www.owgr.com/styles/img/flags/IRL.png	Brian O'Donovan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18389	-	-	40	-	-	1
1603	1599	1548	THA	http://www.owgr.com/styles/img/flags/THA.png	Intouch Qiupattanakit	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18390	-	-	40	-	-	2
1603	1599	1548	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Zheng Wang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18391	-	-	40	-	-	3
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Wu Wei Jun	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18392	-	-	40	-	-	13
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Jia Zhang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18393	-	-	40	-	-	7
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	LU Hao Yuan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18394	-	-	40	-	-	13
1603	1599	1548	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Paul Kinnear(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18398	-	-	40	-	-	1
1603	1599	1548	ESP	http://www.owgr.com/styles/img/flags/ESP.png	Juan Antonio Rodriguez Martin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18399	-	-	40	-	-	1
1603	1599	1548	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Neil Connolly	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18400	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Devin Daniels	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18401	-	-	40	-	-	15
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Hyuk Joo(am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18402	-	-	40	-	-	1
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Hwan Jung(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18403	-	-	40	-	-	1
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Taehyun Kong(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18405	-	-	40	-	-	4
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	James Shindler	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18406	-	-	40	-	-	1
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Eunho Yeom(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18408	-	-	40	-	-	1
1603	1599	1548	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Muhammad Adli Azmi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18409	-	-	40	-	-	3
1603	1599	1548	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Mohd Hafiz	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18410	-	-	40	-	-	4
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	He Ze-ming	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18411	-	-	40	-	-	11
1603	1599	1548	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Aizat Kasim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18412	-	-	40	-	-	2
1603	1599	1548	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Azmer Merzam	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18413	-	-	40	-	-	3
1603	1599	1548	MAS	http://www.owgr.com/styles/img/flags/MAS.png	G Sugumaran	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18414	-	-	40	-	-	8
1603	1599	1548	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Abu Yazid	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18415	-	-	40	-	-	1
1603	1599	1548	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Faizul Zulkifly	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18416	-	-	40	-	-	3
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Crawford Reeves	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18418	-	-	40	-	-	3
1603	1599	1548	ESP	http://www.owgr.com/styles/img/flags/ESP.png	Daniel Berna Manzanares(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18419	-	-	40	-	-	2
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Ty Dunlap	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18420	-	-	40	-	-	6
1603	1599	1548	DOM	http://www.owgr.com/styles/img/flags/DOM.png	Juan Jose Guerra	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18421	-	-	40	-	-	1
1603	1599	1548	DOM	http://www.owgr.com/styles/img/flags/DOM.png	Francisco Pichardo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18423	-	-	40	-	-	1
1603	1599	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Kevin Roy	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18424	-	-	40	-	-	8
1603	1599	1548	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Serkan Akarsu(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18425	-	-	40	-	-	3
1603	1599	1548	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Ozdal Aydin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18426	-	-	40	-	-	2
1603	1599	1548	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Senol Bay	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18427	-	-	40	-	-	1
1603	1599	1548	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Mehmet Ceylan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18428	-	-	40	-	-	2
1603	1599	1548	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Hamza Esmer(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18429	-	-	40	-	-	2
1603	1599	1548	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Mutlu Guner(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18430	-	-	40	-	-	2
1603	1599	1548	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Mustafa Hocaoglu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18431	-	-	40	-	-	7
1603	1599	1548	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Kaan Kalafatoglu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18432	-	-	40	-	-	7
1603	1599	1548	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Hakan Yamac	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18433	-	-	40	-	-	4
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Case Cochran	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18434	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Wade Binfield	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18435	-	-	40	-	-	4
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Brian Hughes	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18436	-	-	40	-	-	8
1603	1599	1548	ZAM	http://www.owgr.com/styles/img/flags/ZAM.png	Geoffrey Banda	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18437	-	-	40	-	-	4
1603	1599	1548	ZAM	http://www.owgr.com/styles/img/flags/ZAM.png	Kelvin Chibuye	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18438	-	-	40	-	-	2
1603	1599	1548	ZAM	http://www.owgr.com/styles/img/flags/ZAM.png	Ebenezeer Funga	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18439	-	-	40	-	-	1
1603	1599	1548	ZAM	http://www.owgr.com/styles/img/flags/ZAM.png	Matengele Kaira	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18440	-	-	40	-	-	3
1603	1599	1548	ZAM	http://www.owgr.com/styles/img/flags/ZAM.png	Mwila Mwango	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18441	-	-	40	-	-	1
1603	1599	1548	ZAM	http://www.owgr.com/styles/img/flags/ZAM.png	Buba Samutele	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18442	-	-	40	-	-	1
1603	1599	1548	ZAM	http://www.owgr.com/styles/img/flags/ZAM.png	Charles Shalubobya	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18443	-	-	40	-	-	3
1603	1599	1548	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Shingi Shumba	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18444	-	-	40	-	-	1
1603	1599	1548	ZAM	http://www.owgr.com/styles/img/flags/ZAM.png	Mwivwanji Simukoko	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18445	-	-	40	-	-	1
1603	1599	1548	PHI	http://www.owgr.com/styles/img/flags/PHI.png	Keanu Jahns	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18446	-	-	40	-	-	7
1603	1599	1548	PHI	http://www.owgr.com/styles/img/flags/PHI.png	Kenneth Kano	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18447	-	-	40	-	-	2
1603	1599	1548	PHI	http://www.owgr.com/styles/img/flags/PHI.png	Johnrey Pactolerin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18448	-	-	40	-	-	2
1603	1599	1548	PHI	http://www.owgr.com/styles/img/flags/PHI.png	Andres Saldana	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18449	-	-	40	-	-	3
1603	1599	1548	PHI	http://www.owgr.com/styles/img/flags/PHI.png	Rupert Saragoza(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18450	-	-	40	-	-	1
1603	1599	1548	PHI	http://www.owgr.com/styles/img/flags/PHI.png	Anthony Victoria	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18451	-	-	40	-	-	4
1603	1599	1548	PHI	http://www.owgr.com/styles/img/flags/PHI.png	Elphege Wong	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18452	-	-	40	-	-	1
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Kun Bai	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18453	-	-	40	-	-	2
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Fei Chen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18454	-	-	40	-	-	1
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Hao Chen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18455	-	-	40	-	-	3
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Wu Ming Fan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18456	-	-	40	-	-	1
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Juhyun Hong	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18457	-	-	40	-	-	6
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Wen Cheng Huang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18458	-	-	40	-	-	5
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Chen Liu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18459	-	-	40	-	-	1
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Mi Yi Yuan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18460	-	-	40	-	-	9
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Xu Shen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18461	-	-	40	-	-	1
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Chuan Sun	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18462	-	-	40	-	-	2
