this_week	last_week	end_2014	country	flag_url	name	player_url	avg_points	total_points	event_played_divisor	points_lost	points_gained	events_played_actual
1603	1599	1548	ARG	http://www.owgr.com/styles/img/flags/ARG.png	Ary Rodriguez	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15257	-	-	40	-	-	4
1603	1599	1548	PER	http://www.owgr.com/styles/img/flags/PER.png	Patricio Salem	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15258	-	-	40	-	-	25
1603	1599	1548	COL	http://www.owgr.com/styles/img/flags/COL.png	Santiago Tobon(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15261	-	-	40	-	-	12
1603	1599	1548	COL	http://www.owgr.com/styles/img/flags/COL.png	Alejandro Velasquez	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15264	-	-	40	-	-	2
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Justin Bardgett	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15241	-	-	40	-	-	12
1603	1599	1548	DOM	http://www.owgr.com/styles/img/flags/DOM.png	George Riley	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15245	-	-	40	-	-	2
1603	1599	1548	COL	http://www.owgr.com/styles/img/flags/COL.png	Alvaro Jose Arizabaleta	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15246	-	-	40	-	-	4
1603	1599	1543	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Ryan Strauss	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15230	-	-	40	-0.09	-	22
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Jimmy Brandt	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15231	-	-	40	-	-	2
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Coenrad Bester	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15180	-	-	40	-	-	3
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Yubin Jung	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15187	-	-	40	-	-	10
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Jonathan Raphunga	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15189	-	-	40	-	-	3
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Johan Bekker	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15208	-	-	40	-	-	6
1603	1599	1548	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Thomas Curtis	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15209	-	-	40	-	-	3
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Divan  Gerber	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15212	-	-	40	-	-	15
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Tyrone Ryan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15217	-	-	40	-	-	26
1603	1599	1548	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Chris Cannon	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15222	-	-	40	-	-	7
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Wandile Gininda	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15223	-	-	40	-	-	4
1603	1599	1548	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Will Roebuck	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15202	-	-	40	-	-	5
1603	1599	1548	IND	http://www.owgr.com/styles/img/flags/IND.png	Rudresh Sharma	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15203	-	-	40	-	-	2
1603	1599	1548	IND	http://www.owgr.com/styles/img/flags/IND.png	Sudhir Sharma	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15204	-	-	40	-	-	1
1603	1599	1548	BAN	http://www.owgr.com/styles/img/flags/BAN.png	MD Zamal Hossain Mollah	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15206	-	-	40	-	-	5
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Danny Masrin(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15307	-	-	40	-	-	10
1603	1599	1548	INA	http://www.owgr.com/styles/img/flags/INA.png	Harmen Tabusalla	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15308	-	-	40	-	-	1
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Li Fang-yi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15309	-	-	40	-	-	16
1603	1599	1538	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Mohamad Azman Basharudin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15298	-	-	40	-0.13	-	16
1603	1599	1548	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Chan Tuck Soon(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15299	-	-	40	-	-	2
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Tim Yelverton	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15284	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Chris McCartin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15285	-	-	40	-	-	9
1603	1599	1548	KEN	http://www.owgr.com/styles/img/flags/KEN.png	Nelson Mudanyi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15287	-	-	40	-	-	9
1603	1599	1548	KEN	http://www.owgr.com/styles/img/flags/KEN.png	David Opati(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15289	-	-	40	-	-	2
1603	1599	1548	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Matt Docking	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15290	-	-	40	-	-	1
1603	1599	""	BAN	http://www.owgr.com/styles/img/flags/BAN.png	Md. Sayum	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15292	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Alex Carpenter	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15270	-	-	40	-	-	13
1603	1599	""	BAN	http://www.owgr.com/styles/img/flags/BAN.png	Md. Milon Ahmed	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15271	-	-	40	-	-	1
1603	1599	1548	BAN	http://www.owgr.com/styles/img/flags/BAN.png	Md. Shakhawat Sohel	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15273	-	-	40	-	-	4
1603	1599	1548	ESP	http://www.owgr.com/styles/img/flags/ESP.png	Victor Bertran Crous(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15325	-	-	40	-	-	2
1603	1599	1548	INA	http://www.owgr.com/styles/img/flags/INA.png	Nasin Surachman	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15280	-	-	40	-	-	4
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Yang Guang-ming	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15311	-	-	40	-	-	14
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Zhu Wei-yu(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15312	-	-	40	-	-	10
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Go Yamamoto(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15313	-	-	40	-	-	3
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yuwa Kosaihira(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15314	-	-	40	-	-	10
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Hangu Lee	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15317	-	-	40	-	-	4
1603	1599	1548	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Raphael Marguery	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15339	-	-	40	-	-	3
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Doosik Jung	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15340	-	-	40	-	-	8
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Gyubin Kim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15342	-	-	40	-	-	10
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Huisoo Kim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15343	-	-	40	-	-	24
1603	1599	""	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Taewoun Ko	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15344	-	-	40	-	-	1
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Youngwoo Nam	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15347	-	-	40	-	-	10
1603	1599	1548	ESP	http://www.owgr.com/styles/img/flags/ESP.png	Carlos Garrido Gutierrez	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15350	-	-	40	-	-	2
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Hiroaki Hirai	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15352	-	-	40	-	-	2
1603	1599	1548	PHI	http://www.owgr.com/styles/img/flags/PHI.png	John-Kier Abdon(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15354	-	-	40	-	-	3
1603	1599	1548	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Kunal Bhasin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14420	-	-	40	-	-	14
1603	1599	""	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Trevor Mahoney	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14435	-	-	40	-	-	7
1603	1599	1548	COL	http://www.owgr.com/styles/img/flags/COL.png	Giovanni Agudelo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14442	-	-	40	-	-	2
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Johannes Erasmus	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14427	-	-	40	-	-	9
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Derik Ferreira	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14431	-	-	40	-	-	29
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Joshua Wooding	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14413	-	-	40	-	-	5
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Daniel Brunson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14398	-	-	40	-	-	8
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Nick Mason	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14405	-	-	40	-	-	2
1603	1599	1548	UAE	http://www.owgr.com/styles/img/flags/UAE.png	Ahmed Almusharrekh	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14407	-	-	40	-	-	4
1603	1599	1529	MEX	http://www.owgr.com/styles/img/flags/MEX.png	Estanisiao Guerrero	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14408	-	-	40	-0.14	-	7
1603	1599	1476	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Baptiste Chapellan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14444	-	-	40	-0.38	-	28
1603	1599	1548	ARG	http://www.owgr.com/styles/img/flags/ARG.png	Federico Damus	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14445	-	-	40	-	-	1
1603	1599	1548	COL	http://www.owgr.com/styles/img/flags/COL.png	Oscar Patino	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14448	-	-	40	-	-	3
1603	1599	1548	PUE	http://www.owgr.com/styles/img/flags/PUE.png	Erick Morales(am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14455	-	-	40	-	-	5
1603	1599	1495	USA	http://www.owgr.com/styles/img/flags/USA.png	Julio Santos	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14456	-	-	40	-0.29	-	12
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Casey Clendenon	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14460	-	-	40	-	-	7
1603	1599	1548	KEN	http://www.owgr.com/styles/img/flags/KEN.png	Sullivan Muthugia(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14464	-	-	40	-	-	2
1603	1599	1548	KEN	http://www.owgr.com/styles/img/flags/KEN.png	Njuguna Ngugi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14465	-	-	40	-	-	5
1603	1599	1548	KEN	http://www.owgr.com/styles/img/flags/KEN.png	Boniface Simwa(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14468	-	-	40	-	-	2
1603	1599	1548	KEN	http://www.owgr.com/styles/img/flags/KEN.png	Massimo Vinaccia	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14469	-	-	40	-	-	1
1603	1599	1548	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Anthony Choat	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14470	-	-	40	-	-	7
1603	1599	1548	IND	http://www.owgr.com/styles/img/flags/IND.png	Kapil Kumar	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14472	-	-	40	-	-	5
1603	1599	1548	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Taylor Cooper	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14477	-	-	40	-	-	2
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Creighton Honeck	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14511	-	-	40	-	-	20
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Michael Jensen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14513	-	-	40	-	-	1
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Xu Wang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14484	-	-	40	-	-	20
1603	1599	1548	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Tsai Tsung-yu(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14504	-	-	40	-	-	5
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Zhang Jin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14505	-	-	40	-	-	21
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Sungman Han	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14531	-	-	40	-	-	1
1603	1599	1548	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Greg Bentley	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14536	-	-	40	-	-	18
1603	1599	1548	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Davison Elijah	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14539	-	-	40	-	-	2
1603	1599	1548	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Dale Howie	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14540	-	-	40	-	-	4
1603	1599	1548	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Julius Kamalizeni	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14543	-	-	40	-	-	1
1603	1599	1548	GER	http://www.owgr.com/styles/img/flags/GER.png	Ryan Lang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14545	-	-	40	-	-	2
1603	1599	1548	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Mohammad Mandhu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14547	-	-	40	-	-	6
1603	1599	1548	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Nickson Masunga	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14548	-	-	40	-	-	1
1603	1599	1548	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Trainos Muradzikwa	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14549	-	-	40	-	-	2
1603	1599	1548	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Nyasha Muyambo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14550	-	-	40	-	-	3
1603	1599	1548	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Clive Nguru(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14551	-	-	40	-	-	2
1603	1599	1548	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Robson Saurombe	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14552	-	-	40	-	-	3
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Coenie Stoop	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14553	-	-	40	-	-	8
1603	1599	1548	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Scott Vincent(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14559	-	-	40	-	-	2
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yosuke Iwamoto	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14564	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Brian Prouty	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14570	-	-	40	-	-	14
1603	1599	1511	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Keisuke Sato	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14566	-	-	40	-0.22	-	15
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Hisaki Sahashi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14580	-	-	40	-	-	1
1603	1599	1548	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Aytekin Akyurek	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14581	-	-	40	-	-	1
1603	1599	1548	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Erkan Demirci	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14583	-	-	40	-	-	2
1603	1599	1548	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Bekir Kara	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14586	-	-	40	-	-	2
1603	1599	1548	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Bulent Karatas	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14587	-	-	40	-	-	2
1603	1599	1548	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Ulas Karatas	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14589	-	-	40	-	-	3
1603	1599	1548	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Cahit Kaya	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14590	-	-	40	-	-	2
1603	1599	1548	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Hamza Sayin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14593	-	-	40	-	-	9
1603	1599	1548	ITA	http://www.owgr.com/styles/img/flags/ITA.png	Domenico Geminiani	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14596	-	-	40	-	-	23
1603	1599	1548	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Kirianu Blais	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14597	-	-	40	-	-	3
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Bumgeun Chae	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14603	-	-	40	-	-	15
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Sungmin Hong	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14605	-	-	40	-	-	22
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Colin Biles	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14080	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Bo Hoag	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14081	-	-	40	-	-	22
1603	1599	1548	THA	http://www.owgr.com/styles/img/flags/THA.png	Pravee Visalkit	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14137	-	-	40	-	-	4
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Deng Le-Jun	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14230	-	-	40	-	-	1
1603	1599	""	SLO	http://www.owgr.com/styles/img/flags/SLO.png	Sebastijan Ajster	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14238	-	-	40	-	-	1
1603	1599	1548	AUT	http://www.owgr.com/styles/img/flags/AUT.png	Robin Goger(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14240	-	-	40	-	-	1
1603	1599	1548	RUS	http://www.owgr.com/styles/img/flags/RUS.png	Konstantine Lifanov	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14242	-	-	40	-	-	3
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Harry Higgs	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14140	-	-	40	-	-	9
1603	1599	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Shodai Hayashi(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14145	-	-	40	-	-	1
1603	1599	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yosuke Imai	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14146	-	-	40	-	-	1
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Akinori Morii(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14155	-	-	40	-	-	1
1603	1599	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yasuo Sawasaki	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14163	-	-	40	-	-	2
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Tadanori Shibata	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14164	-	-	40	-	-	1
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Akira Teranishi(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14167	-	-	40	-	-	3
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Keita Tokunaga(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14168	-	-	40	-	-	2
1603	1599	1548	NED	http://www.owgr.com/styles/img/flags/NED.png	Sven Maurits	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14182	-	-	40	-	-	2
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Tyler Brown	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14184	-	-	40	-	-	7
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Jesse Larson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14188	-	-	40	-	-	2
1603	1599	1548	AUT	http://www.owgr.com/styles/img/flags/AUT.png	Alex Kleszcz(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14193	-	-	40	-	-	3
1603	1599	1548	CAN	http://www.owgr.com/styles/img/flags/CAN.png	David Markle	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14206	-	-	40	-	-	12
1603	1599	1548	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Chun-kang HUNG	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14283	-	-	40	-	-	6
1603	1599	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Brian Dwyer	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14262	-	-	40	-	-	1
1603	1599	1548	DEN	http://www.owgr.com/styles/img/flags/DEN.png	Daniel Lokke	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14287	-	-	40	-	-	4
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Blake Trimble	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14274	-	-	40	-	-	1
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Motonari Nakagawa	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14275	-	-	40	-	-	10
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yuto Soeda(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14276	-	-	40	-	-	5
1603	1599	1517	TPE	http://www.owgr.com/styles/img/flags/TPE.png	HSU Chia-Jen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14280	-	-	40	-0.20	-	21
1603	1599	1548	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Huang Tae	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14255	-	-	40	-	-	6
1603	1599	1548	NEP	http://www.owgr.com/styles/img/flags/NEP.png	Shivaram Shrestha	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14260	-	-	40	-	-	3
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Taihei Sato(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14371	-	-	40	-	-	2
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Kenichi Sawada	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14375	-	-	40	-	-	1
1603	1599	1548	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Brendan Smith	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14376	-	-	40	-	-	9
1603	1599	1548	IND	http://www.owgr.com/styles/img/flags/IND.png	Pawan Kumar	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14291	-	-	40	-	-	2
1603	1599	1548	IND	http://www.owgr.com/styles/img/flags/IND.png	Arshdeep Tiwana	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14292	-	-	40	-	-	3
1603	1599	1548	IND	http://www.owgr.com/styles/img/flags/IND.png	Karan Vasudeva	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14293	-	-	40	-	-	2
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Paul Apyan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14294	-	-	40	-	-	12
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Matt Hughes	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14296	-	-	40	-	-	1
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Johannes van der Walt	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14298	-	-	40	-	-	6
